2541.939284291002,0,64,60000,0.317,116.8119077659212,2
2541.955053701997,0,64,60000,0.317,116.81212318502367,2
2540.002575922059,1,64,60000,0.5765,117.07396531500854,2
2540.0026314019924,1,64,60000,0.5765,117.07394879497588,2
2581.3874766519293,2,64,60000,0.6167,118.54778029606678,2
2581.3871575630037,2,64,60000,0.6167,118.54813632497098,2
4490.672649250948,0,64,60000,0.311,195.13482362101786,3
4490.6741943510715,0,64,60000,0.311,195.13488050096203,3
4490.691380211036,0,64,60000,0.311,195.13543160096742,3
4388.518347045989,1,64,60000,0.5773,194.05042927898467,3
4388.518369646044,1,64,60000,0.5773,194.05047978903167,3
4388.518487126101,1,64,60000,0.5773,194.0503514589509,3
4438.645272638998,2,64,60000,0.6222,195.3312369659543,3
4438.645278220065,2,64,60000,0.6222,195.33121203503106,3
4438.645276949974,2,64,60000,0.6222,195.3313160459511,3
6498.075300037046,0,64,60000,0.3512,257.70611659099814,4
6498.0757410980295,0,64,60000,0.3512,257.7063770799432,4
6498.020762867993,0,64,60000,0.3512,257.7062117609894,4
6498.073920487077,0,64,60000,0.3512,257.70674790092744,4
6517.033641592949,1,64,60000,0.615,259.71552208799403,4
6517.033741654013,1,64,60000,0.615,259.71537585696205,4
6517.033850123989,1,64,60000,0.615,259.71543808700517,4
6517.033308304031,1,64,60000,0.615,259.7159621870378,4
6407.2735106420005,2,64,60000,0.6258,258.9661768319784,4
6407.272848661989,2,64,60000,0.6258,258.9669630820863,4
6407.27315523196,2,64,60000,0.6258,258.96657956193667,4
6407.2726354920305,2,64,60000,0.6258,258.96705083199777,4
